crop,temperature,rainfall,humidity,soil_ph,nitrogen,phosphorus,potassium,irrigation_days,label
KnolKhol,5.3,1327.07,54.93,8.14,81.31,5.55,96.81,1,0
Radish,9.55,970.18,40.0,5.75,193.66,50.08,126.01,5,1
Cauliflower,20.79,955.53,40.22,6.22,385.42,55.95,350.0,6,1
Cabbage,25.62,1603.13,59.61,6.7,485.1,87.93,285.9,2,1
Beetroot,16.24,699.89,40.0,6.37,346.95,32.13,209.92,9,1
Carrot,16.58,793.7,40.0,6.95,257.95,49.76,172.59,6,1
Cauliflower,19.61,1086.53,40.0,6.52,353.78,67.49,234.49,5,1
Potato,17.62,1497.83,51.07,5.31,285.55,56.13,225.89,2,1
Carrot,14.86,1059.92,42.27,6.52,216.37,58.68,173.55,8,1
Beans,15.96,1264.36,56.25,6.08,303.83,32.24,232.95,5,1
Beans,16.8,1198.84,49.25,5.77,325.97,51.11,151.9,5,1
Beetroot,18.91,1021.4,40.0,6.85,339.42,67.11,215.81,8,1
Radish,16.49,1114.76,40.0,6.66,172.13,54.51,150.98,7,0
Radish,18.98,846.2,40.0,6.45,202.36,56.48,123.87,7,1
Peas,16.81,795.66,40.0,6.17,197.37,53.25,120.36,7,1
Carrot,15.96,1018.04,40.61,6.3,320.84,66.52,221.43,6,1
Potato,19.85,1398.77,74.94,8.77,108.36,5.32,77.22,15,0
Peas,12.78,843.19,40.0,6.08,175.51,61.36,146.71,7,1
Potato,17.09,2042.57,91.46,5.59,363.97,73.54,283.54,1,1
Cabbage,22.77,1603.74,63.62,6.63,398.5,79.84,302.59,3,1
Cauliflower,19.35,1084.33,40.0,6.37,347.15,83.21,221.31,5,1
Beetroot,19.11,781.94,40.79,6.1,246.72,64.85,237.38,8,1
KnolKhol,16.14,1281.94,48.83,6.32,267.49,59.05,174.5,6,1
Beetroot,13.61,924.1,46.65,6.84,296.92,57.84,190.03,5,1
Potato,18.97,2103.96,33.46,7.97,72.59,10.59,61.81,13,0
KnolKhol,17.65,730.65,40.0,6.57,256.63,72.99,234.84,9,1
Peas,13.85,1003.25,42.88,6.66,258.39,76.3,170.76,7,1
Radish,14.95,680.17,40.0,5.99,186.35,48.7,185.67,9,1
Cauliflower,19.57,1360.47,49.44,5.54,443.62,70.12,348.25,5,1
Beans,14.06,1230.71,52.48,5.65,206.66,37.37,224.55,4,1
Potato,15.59,1833.25,72.99,6.45,345.99,63.11,163.46,2,1
Radish,8.88,841.19,40.0,6.55,151.02,51.07,123.81,8,1
Peas,17.2,2064.76,32.87,7.63,72.68,10.63,94.07,15,0
Beans,15.14,1085.3,40.37,6.33,328.31,49.99,182.55,5,1
Beans,18.38,1372.66,46.7,6.09,208.31,49.79,227.81,3,0
Radish,11.46,1233.46,50.7,6.59,236.44,48.26,191.18,7,1
Cauliflower,18.1,921.46,42.43,5.64,379.58,57.41,262.58,7,1
Turnip,14.01,722.92,40.0,6.53,207.77,32.26,145.76,6,1
Beans,15.81,1286.01,43.97,5.69,311.96,50.24,151.25,3,0
Cauliflower,20.26,1129.78,40.01,6.43,394.68,52.35,335.71,6,0
Potato,19.41,1902.42,71.91,5.93,308.12,46.97,295.82,4,1
Beetroot,13.85,867.2,40.0,6.63,271.85,32.39,193.32,6,1
Peas,13.7,1030.27,49.65,7.47,250.23,40.36,165.25,7,0
Potato,17.85,1629.51,61.84,5.82,250.27,51.31,201.98,5,1
Cabbage,15.96,1382.79,63.49,6.12,487.49,69.45,205.33,4,1
Potato,28.19,687.82,59.6,8.48,94.4,14.99,50.22,2,0
Cauliflower,17.77,1231.7,41.7,5.57,441.35,83.69,205.46,7,1
Beetroot,15.88,1543.87,53.95,8.94,101.99,19.96,73.92,15,0
Turnip,14.79,665.64,40.0,6.37,200.65,45.26,168.85,6,1
Beetroot,17.57,778.06,40.0,6.52,229.19,50.53,174.13,7,1
Turnip,16.37,849.53,40.33,6.98,247.83,39.41,177.08,8,1
Beetroot,19.12,724.21,40.0,6.88,298.69,39.53,223.19,7,1
Radish,14.53,619.33,40.0,5.63,194.39,54.66,124.83,7,1
Beans,16.6,987.08,42.06,6.34,225.9,42.93,170.27,6,1
Beetroot,18.0,737.44,40.0,6.36,278.35,48.36,228.7,8,1
Potato,19.95,1589.45,58.79,6.22,291.45,48.93,195.67,5,1
Turnip,14.18,1125.72,43.01,6.51,261.95,39.51,185.79,6,1
Beans,17.25,1159.46,43.09,6.23,329.62,51.55,242.73,5,1
Cauliflower,8.41,1206.0,64.39,8.56,141.14,16.45,87.55,4,0
Cauliflower,13.81,1166.75,63.88,8.4,55.22,6.47,82.45,14,0
Turnip,10.3,805.89,73.55,8.87,107.98,12.47,99.23,9,0
Carrot,18.56,1171.74,41.4,6.53,245.22,46.99,163.44,6,0
Potato,17.42,2083.87,78.59,6.11,335.23,54.13,239.03,1,1
Radish,12.39,944.57,40.0,5.74,261.59,39.24,169.38,6,0
Carrot,17.01,1176.52,40.0,6.13,207.58,66.59,199.01,7,0
Radish,13.05,1088.39,51.24,6.12,274.63,53.78,127.94,7,1
Potato,32.55,777.83,30.93,7.5,125.87,13.63,64.6,8,0
KnolKhol,5.27,541.56,32.97,8.34,86.26,14.77,83.04,8,0
Turnip,23.01,1099.57,76.74,7.56,60.57,14.72,79.86,11,0
Radish,12.52,921.74,40.0,6.66,226.97,53.38,180.88,7,1
Radish,22.18,444.21,89.24,8.1,64.72,6.95,55.59,12,0
Turnip,16.01,738.71,40.0,6.71,263.66,35.23,197.99,9,0
Beetroot,17.62,1164.22,41.87,6.4,323.53,32.72,207.28,6,0
Peas,13.79,1153.03,56.04,7.05,284.21,75.29,168.93,4,1
Radish,11.4,1091.31,49.88,6.77,175.82,41.68,197.45,7,1
Beetroot,19.37,867.88,42.91,6.75,298.71,48.12,171.62,8,1
Beetroot,17.27,941.62,47.61,6.23,309.59,59.37,209.2,5,1
Cauliflower,18.17,909.68,40.0,6.17,420.71,89.46,239.89,8,1
Beetroot,13.31,1038.05,36.79,8.07,139.48,14.32,73.53,4,0
Potato,28.95,2007.64,44.83,7.63,100.57,5.35,91.7,6,0
Potato,17.37,1408.7,62.17,6.15,303.28,75.81,219.16,2,1
Beans,16.04,1232.59,49.5,6.41,340.4,43.21,229.41,5,1
Turnip,6.61,755.32,51.69,7.62,50.58,14.68,67.93,6,0
KnolKhol,16.1,909.28,40.0,6.05,299.27,59.99,210.61,9,1
Peas,12.0,1209.51,41.18,7.03,276.5,57.46,134.1,4,1
Carrot,17.22,1439.3,54.24,6.24,248.22,63.43,234.1,4,1
Cauliflower,29.08,2130.64,70.09,7.9,57.49,13.95,53.88,6,0
Radish,12.03,721.21,40.0,5.79,212.23,52.9,124.42,9,1
Beetroot,11.21,425.93,60.15,8.57,68.99,14.11,75.59,5,0
Radish,10.34,865.32,40.0,5.79,275.97,44.9,160.29,6,1
Beans,16.34,1452.09,66.54,5.93,215.44,31.17,208.57,5,1
Radish,16.24,913.77,40.0,5.58,182.15,38.81,137.74,5,1
KnolKhol,14.28,901.74,40.0,5.76,352.24,60.09,237.25,8,1
Beetroot,16.67,1002.79,49.81,6.56,304.89,38.46,199.35,8,1
Radish,6.16,1503.04,33.45,7.77,128.85,9.31,97.24,8,0
Potato,34.51,2227.72,40.98,7.54,84.91,17.3,89.0,5,0
Beetroot,18.36,973.8,40.0,6.08,307.32,39.47,164.14,7,1
Beetroot,17.66,1032.56,40.0,6.99,234.29,55.56,191.33,6,1
Cauliflower,15.54,1188.46,44.59,6.52,361.48,54.26,219.66,5,1
Cauliflower,24.48,1222.65,76.79,8.15,148.35,11.81,60.08,8,0
Carrot,14.52,926.85,40.0,6.35,212.57,41.47,200.2,7,0
Carrot,18.29,1378.99,63.42,6.92,317.77,49.97,215.59,5,1
Potato,15.74,1518.3,63.24,6.49,273.07,57.93,298.35,5,1
Turnip,10.22,778.98,40.0,6.28,190.15,41.01,183.44,9,1
Cauliflower,17.99,1205.96,41.21,6.31,311.14,76.68,334.31,6,1
Potato,18.33,1377.21,58.06,5.9,281.94,48.12,208.84,4,1
Beetroot,16.07,1119.66,47.16,6.16,259.72,68.0,150.64,5,1
Beans,18.96,1511.04,62.91,5.51,209.12,33.18,240.41,4,1
KnolKhol,16.58,1005.59,40.0,6.77,387.75,70.82,210.77,8,1
Cabbage,20.94,1109.38,52.17,6.25,487.91,56.44,286.92,7,1
Turnip,13.1,1203.41,42.95,6.07,270.69,50.67,132.48,4,0
KnolKhol,33.09,959.89,65.21,7.76,141.29,11.53,66.51,12,0
Turnip,9.36,975.94,40.0,6.62,294.29,56.68,138.52,7,1
Beans,15.15,1071.86,40.0,6.09,337.56,43.92,195.29,6,1
Beans,19.35,930.71,46.5,5.78,327.41,37.64,188.05,7,1
Turnip,13.27,1217.24,47.14,6.9,253.44,50.05,125.11,4,1
Potato,17.0,1675.14,67.36,5.84,373.48,63.68,228.4,2,1
Cabbage,21.49,1643.56,69.13,7.39,314.73,76.4,283.05,2,1
Beans,18.11,1524.49,68.15,5.59,340.46,40.75,192.47,2,1
Radish,12.49,768.64,40.0,6.59,201.34,45.78,150.27,9,0
Turnip,10.45,1999.83,30.76,7.77,71.37,17.12,56.03,6,0
Radish,17.19,1114.43,40.0,5.6,268.93,36.98,131.55,7,1
Radish,16.42,910.12,41.6,5.53,296.6,33.06,122.4,6,1
KnolKhol,16.95,927.23,45.46,6.33,316.86,62.13,175.51,5,0
Peas,12.8,969.96,48.35,7.15,268.06,62.23,115.27,7,1
Carrot,14.43,1305.89,57.07,6.11,313.16,55.94,151.89,3,1
Carrot,17.81,1191.03,45.81,6.2,332.35,51.14,210.5,5,1
Carrot,32.32,892.04,54.34,8.36,100.59,9.44,72.82,4,0
Potato,16.25,1809.51,71.6,6.3,391.65,52.95,219.89,1,1
Cauliflower,19.14,956.13,40.0,6.0,482.24,61.45,221.16,8,1
Beetroot,16.31,770.72,40.0,6.83,231.7,40.3,217.05,7,1
KnolKhol,31.28,2122.52,50.29,7.96,136.37,6.06,56.57,4,0
Cauliflower,17.26,1237.74,55.33,6.54,363.31,50.76,213.34,5,1
Potato,16.9,1266.49,51.46,6.27,258.5,72.31,267.1,5,1
Potato,14.68,1553.85,58.96,5.11,304.25,49.7,160.89,4,1
Turnip,10.93,1262.21,41.16,6.65,224.08,50.51,126.96,5,1
Beans,16.96,1543.5,61.87,5.95,288.81,34.74,207.45,4,1
Peas,23.08,264.6,53.49,7.99,98.27,8.7,61.14,8,0
Peas,16.33,1049.57,47.07,6.28,193.11,77.0,172.16,6,1
Beans,17.16,874.35,40.0,5.69,212.55,54.27,186.1,7,1
Cauliflower,20.47,1119.96,50.01,5.97,486.7,59.72,242.65,4,1
Peas,16.52,977.93,42.93,7.47,261.6,47.07,146.8,5,1
Potato,19.42,1853.2,76.05,6.27,293.87,55.98,175.02,2,1
Radish,15.76,967.14,40.0,6.27,285.2,47.57,127.97,5,1
Beans,20.11,1430.32,49.45,5.71,297.92,45.08,245.02,2,1
Peas,15.86,1186.88,57.3,6.58,166.87,61.61,105.58,6,1
Peas,13.63,1090.55,48.09,6.94,262.22,65.2,101.85,8,1
Radish,15.1,613.49,40.0,5.68,293.74,45.81,142.19,9,1
Turnip,10.91,981.19,40.0,6.88,218.33,34.21,121.85,7,1
Peas,15.58,1046.22,49.35,6.56,191.81,77.02,199.62,6,1
Turnip,11.32,1028.43,40.0,6.88,160.62,31.84,149.92,5,1
Cauliflower,18.44,1223.45,44.76,6.39,357.71,77.25,278.39,5,1
Beans,18.27,830.4,40.0,5.84,336.69,39.03,202.11,6,1
Radish,16.72,813.2,40.0,6.04,247.97,34.49,128.73,9,1
KnolKhol,16.25,846.74,40.0,6.43,399.66,78.73,200.19,6,0
KnolKhol,5.77,953.07,71.96,8.15,107.94,13.18,91.14,11,0
Peas,16.22,986.44,40.0,7.18,161.81,75.52,131.65,6,1
Beans,17.56,1175.39,43.23,5.6,317.84,32.19,175.7,5,0
KnolKhol,16.01,953.33,46.67,6.69,361.76,45.2,243.04,7,1
Peas,14.91,930.05,40.0,6.72,213.8,59.24,173.89,7,1
Cabbage,21.44,1705.75,65.92,7.03,372.15,59.97,237.45,4,1
Beetroot,14.02,996.14,43.85,6.37,329.68,48.11,201.42,6,1
Peas,14.87,1133.31,46.16,6.17,179.92,41.24,103.8,5,1
Carrot,14.21,911.85,41.98,6.65,204.76,37.72,214.2,9,1
KnolKhol,15.67,1060.32,41.39,6.68,261.2,48.93,195.26,5,1
Cauliflower,33.34,1313.32,94.79,8.53,123.08,17.64,80.26,7,0
Turnip,10.87,1070.58,45.93,6.72,156.74,40.35,125.37,6,1
Beans,17.37,1405.4,57.3,5.61,277.33,45.05,161.83,3,1
KnolKhol,15.61,942.11,46.93,5.82,381.58,74.54,193.48,6,1
Peas,31.88,1532.67,30.41,8.8,117.54,17.3,81.52,15,0
Turnip,11.77,819.79,40.0,6.26,186.72,55.11,151.78,7,1
Radish,12.05,896.62,40.0,5.99,248.42,40.79,131.93,7,1
Potato,17.41,1707.55,67.4,6.08,295.69,42.47,266.57,4,1
Cabbage,20.44,1521.27,57.8,6.63,302.52,52.16,266.39,3,1
Radish,18.45,1139.09,41.51,5.75,188.19,30.38,162.05,5,0
Radish,8.73,977.52,40.0,6.66,188.23,45.06,191.89,8,1
Turnip,16.26,748.69,40.0,6.32,166.79,39.04,172.82,9,1
Carrot,15.81,882.5,40.0,6.46,247.18,30.1,191.87,8,1
Cauliflower,15.17,1394.01,60.62,5.59,379.93,56.26,311.24,3,1
KnolKhol,16.24,1228.64,45.9,5.88,258.28,69.55,290.42,6,1
Cabbage,21.86,988.49,48.95,6.26,490.77,61.58,222.38,7,1
Peas,17.85,913.28,40.0,6.72,150.69,77.07,119.75,5,1
Potato,20.07,1765.95,71.57,6.15,263.79,77.09,219.06,1,1
KnolKhol,20.93,982.73,45.57,6.1,373.17,66.73,231.08,7,1
Carrot,20.07,1529.54,67.28,6.73,243.06,51.5,177.03,5,1
Beetroot,6.08,2486.5,54.41,7.9,57.62,17.68,99.27,5,0
Beans,19.33,1448.75,51.42,5.55,298.18,45.87,220.77,3,1
Carrot,18.68,1014.33,40.0,6.69,314.22,49.71,215.9,7,1
Peas,13.8,1073.25,49.27,6.37,184.15,72.14,187.47,5,1
Peas,15.12,777.65,40.0,6.05,256.24,50.94,198.02,8,1
Carrot,17.13,849.59,40.0,6.03,289.73,61.54,196.49,7,1
Turnip,9.94,1004.85,40.0,6.78,192.5,45.74,128.81,6,1
Carrot,15.35,1300.27,50.47,6.42,300.94,66.94,215.35,4,1
Turnip,16.55,600.39,38.13,8.03,143.84,9.1,68.79,15,0
Radish,16.07,954.05,40.0,6.72,176.28,49.75,176.29,7,1
Beans,15.88,2366.52,46.41,7.99,144.37,14.64,61.15,10,0
Turnip,19.0,2180.81,67.6,8.84,86.07,6.87,78.38,14,0
KnolKhol,16.63,1168.82,52.56,5.66,329.86,57.89,177.6,4,1
Beetroot,17.35,904.95,45.87,6.27,205.86,54.84,176.98,7,1
Beetroot,18.44,944.34,46.34,6.39,255.2,68.55,234.07,6,1
Beetroot,19.52,1718.17,84.78,8.99,64.13,7.7,98.07,8,0
KnolKhol,16.66,1090.62,40.0,6.08,292.27,58.36,168.2,6,1
Cabbage,25.03,1380.83,61.25,6.08,381.88,71.36,223.86,3,1
Peas,14.52,943.45,40.0,6.09,174.37,69.16,180.11,7,1
Peas,15.92,1227.15,53.01,6.88,209.49,78.64,139.99,7,1
KnolKhol,15.77,1140.07,50.84,6.5,261.86,52.73,233.04,7,1
Peas,12.59,1257.84,44.13,6.69,294.91,44.25,117.13,3,1
Beans,21.19,1440.34,59.64,6.48,285.36,39.31,234.93,3,1
Cauliflower,22.12,1335.91,52.95,6.18,425.99,60.52,214.29,4,1
Turnip,10.74,1126.9,40.0,6.99,272.03,30.72,197.42,7,1
KnolKhol,15.0,1217.05,42.51,5.98,320.45,62.36,239.62,5,1
Beans,21.41,1350.35,53.85,6.19,244.17,53.83,212.33,4,1
Cauliflower,21.67,1495.46,56.27,6.54,344.1,87.06,306.2,3,1
Radish,16.84,943.42,41.99,6.68,175.78,49.91,154.44,7,1
Beetroot,17.68,1221.82,50.46,6.81,223.67,65.03,246.83,5,1
Carrot,18.41,404.21,38.87,8.83,140.55,11.68,92.74,12,0
Beans,12.84,1454.02,94.34,7.64,115.05,8.59,91.83,5,0
Carrot,16.14,1230.34,44.89,6.16,337.06,38.77,180.18,6,1
Radish,11.62,821.13,40.0,6.41,215.07,59.6,152.61,8,1
KnolKhol,19.25,857.92,40.0,5.81,255.72,45.54,270.85,7,1
Cabbage,18.72,1692.26,72.12,7.45,303.67,87.61,344.65,3,1
Cabbage,19.66,1155.23,47.21,7.46,361.74,79.18,324.13,7,1
Potato,15.45,1392.85,51.92,5.96,369.99,75.77,282.31,5,1
Cauliflower,19.52,1078.05,40.0,5.54,364.43,51.29,229.13,6,1
Cauliflower,22.44,1133.83,44.02,6.04,376.32,83.77,346.44,4,0
Beans,13.3,1090.34,40.74,6.46,302.27,32.78,244.04,7,1
Potato,12.16,981.2,79.12,7.61,59.39,18.68,84.94,14,0
Cabbage,22.04,1140.19,53.79,6.02,360.79,70.9,276.92,6,1
Radish,17.28,1206.58,50.56,6.68,253.11,50.56,120.3,4,1
Carrot,15.81,1030.41,40.0,6.33,242.34,46.4,173.38,6,1
Cauliflower,17.21,1251.18,54.02,6.24,385.97,83.58,348.17,5,1
Radish,14.94,2401.23,91.31,7.53,133.86,14.37,80.31,12,0
Turnip,11.26,869.59,40.0,6.02,236.24,37.17,177.07,9,1
Cabbage,19.2,2376.59,35.13,7.97,78.11,15.97,58.32,5,0
Carrot,19.94,897.29,41.86,6.47,244.74,32.34,246.69,8,1
Potato,18.2,1219.42,40.0,6.02,387.4,47.94,159.77,5,1
Radish,31.85,1445.18,88.44,8.99,80.01,19.96,62.29,1,0
Turnip,14.72,904.02,40.0,6.14,245.87,48.31,150.84,6,1
Carrot,18.98,741.63,40.0,6.64,310.34,69.97,246.78,9,1
Radish,14.75,1000.72,40.0,5.69,271.06,43.98,121.14,6,0
Cabbage,18.34,1220.56,48.83,6.86,436.03,80.65,251.31,5,1
KnolKhol,18.56,1161.18,41.14,5.5,315.82,58.95,278.33,5,1
Beans,23.38,2201.34,32.88,7.77,88.5,5.28,50.31,3,0
Cauliflower,18.05,1116.22,40.0,6.0,357.09,65.31,201.08,8,1
Cabbage,23.75,1207.96,47.55,6.52,448.34,75.07,293.99,7,1
Cauliflower,22.48,630.46,31.08,7.54,61.33,15.65,73.87,8,0
KnolKhol,18.32,1134.76,45.33,5.72,372.66,47.84,273.54,5,1
Radish,14.24,865.38,40.0,5.53,202.28,52.18,152.06,8,1
Beetroot,16.94,902.35,42.3,6.95,312.38,58.03,208.95,5,1
Turnip,11.93,949.45,40.0,6.93,171.36,33.99,139.85,6,1
Potato,17.26,1589.4,54.88,5.96,316.87,60.68,283.38,2,1
Carrot,15.55,1251.16,49.85,6.43,203.75,43.81,172.24,4,1
Turnip,12.06,801.39,40.0,6.49,207.37,55.64,169.11,8,1
Turnip,15.66,704.74,40.0,6.36,190.74,33.03,120.71,9,1
Carrot,20.02,1239.55,42.69,6.91,335.21,40.72,167.54,5,1
Carrot,16.87,1332.05,48.91,6.56,244.59,65.12,236.21,6,1
Peas,17.02,940.86,47.03,7.2,194.26,47.26,130.78,6,1
Cauliflower,16.97,1144.91,41.53,6.17,483.25,85.31,303.81,8,1
Peas,19.08,889.37,40.0,6.21,238.54,73.97,169.47,6,1
Beans,18.59,1050.75,40.02,5.73,325.65,49.39,162.23,8,1
Turnip,11.4,681.18,40.0,6.25,200.26,43.46,124.84,10,1
Peas,17.54,1186.56,53.66,6.34,184.28,66.62,122.98,7,1
Carrot,17.12,1426.65,53.7,6.23,254.57,51.82,189.63,3,0
Turnip,10.54,1086.66,40.7,6.09,150.58,40.62,182.01,5,1
Carrot,20.09,2060.76,58.04,8.8,85.45,18.66,84.52,8,0
Beans,20.77,1245.32,42.93,5.82,202.93,58.45,244.13,6,1
Radish,14.21,1146.32,45.31,5.56,241.48,52.41,160.49,4,1
Turnip,13.67,1164.01,46.15,6.64,169.8,53.25,125.07,7,1
Cauliflower,19.77,2366.83,65.57,7.96,58.92,11.22,74.7,5,0
Turnip,12.48,758.26,40.0,6.86,286.78,41.92,166.48,8,1
Cabbage,18.31,1224.36,53.1,7.49,309.57,77.88,244.76,5,1
Beetroot,17.74,1140.85,54.37,6.71,232.02,50.27,151.69,7,1
Carrot,27.45,2184.93,73.21,8.58,107.27,19.91,67.41,7,0
Potato,30.3,1694.45,69.61,8.48,123.83,10.16,92.5,14,0
Radish,14.02,1069.55,52.66,5.57,270.33,56.29,148.29,5,1
Cabbage,19.97,956.99,43.34,7.36,326.1,87.91,262.01,6,1
Radish,12.94,1176.01,40.0,6.32,227.56,35.16,178.26,6,1
Cauliflower,14.85,1319.89,51.87,5.75,390.74,89.56,289.85,7,1
Radish,17.89,1048.54,63.94,8.05,75.84,5.27,95.58,6,0
Turnip,14.1,1109.95,40.0,6.76,163.75,34.33,191.07,8,1
Radish,15.3,947.73,40.0,6.27,161.73,50.26,125.67,6,1
Turnip,12.0,821.8,40.0,6.45,282.21,48.47,184.66,9,1
Radish,17.28,610.01,40.0,5.63,180.8,59.69,174.96,8,1
Cabbage,25.51,1513.87,61.06,7.41,366.14,89.19,328.58,5,0
Turnip,11.0,1224.85,49.64,6.63,253.59,39.71,120.51,4,1
Potato,20.41,1412.83,60.47,5.97,377.32,40.68,167.0,5,0
Potato,19.34,1664.07,57.31,5.07,278.96,45.75,286.39,5,0
Peas,12.55,995.3,40.0,7.43,276.33,72.53,109.5,5,1
KnolKhol,33.27,897.32,41.6,8.59,55.37,9.91,99.74,11,0
Beans,22.33,1094.62,53.22,6.18,214.33,55.42,201.2,5,1
Cabbage,21.81,1133.53,45.19,6.23,389.63,53.12,248.02,6,1
Carrot,17.96,874.46,40.0,6.16,207.81,60.1,159.31,6,1
Potato,16.84,1706.48,71.19,5.11,358.36,66.01,241.05,4,1
Cauliflower,20.23,1026.32,40.0,6.02,395.2,88.46,266.58,6,1
Cabbage,18.02,1256.37,46.06,7.29,309.39,53.18,215.13,4,1
Cauliflower,19.82,1195.88,53.75,5.73,448.88,75.99,229.95,7,0
Potato,18.03,1517.8,67.9,5.32,351.68,62.31,235.36,4,1
Beetroot,17.84,665.35,40.0,6.35,235.09,47.23,211.84,8,0
KnolKhol,18.37,1041.77,40.0,6.12,369.05,70.97,217.74,7,1
Cauliflower,19.48,1165.23,44.03,5.77,474.96,53.41,322.6,8,1
KnolKhol,16.05,852.45,40.0,5.94,271.86,48.32,153.88,8,1
Radish,9.53,828.94,40.0,5.59,266.81,50.62,132.21,6,1
Carrot,11.22,667.2,71.69,7.59,143.43,17.5,62.99,12,0
Potato,15.56,1342.89,57.25,5.72,277.77,61.49,242.93,5,0
Beetroot,17.75,787.51,40.0,6.64,329.03,60.2,178.61,9,1
Carrot,16.23,1225.34,41.59,6.3,315.1,40.03,150.7,5,1
Cauliflower,16.59,990.42,40.0,5.63,331.18,59.0,225.27,6,1
KnolKhol,14.39,1246.14,44.84,6.48,327.5,74.95,210.61,3,1
Peas,14.47,1147.71,44.11,6.32,275.55,75.45,197.77,8,1
Turnip,13.19,778.94,40.0,6.21,181.51,42.85,151.27,6,1
Beetroot,17.28,1065.84,40.0,6.4,223.05,60.21,177.66,5,1
Cabbage,23.01,1298.83,56.54,7.33,326.17,58.73,222.43,5,1
Beetroot,16.3,991.05,47.09,6.35,339.23,67.73,171.39,8,1
Radish,16.53,971.52,40.0,6.34,248.85,44.58,153.65,8,1
Beetroot,16.95,961.02,41.27,6.2,291.42,41.91,189.86,8,1
Beetroot,15.19,920.18,41.99,6.43,241.41,61.7,194.63,6,1
Beans,21.19,953.38,40.0,6.25,276.58,35.06,194.92,6,1
Peas,13.87,912.43,45.61,7.45,252.13,73.3,119.24,6,1
KnolKhol,17.32,1068.28,43.91,5.96,332.56,68.95,277.67,8,1
Peas,12.83,952.52,40.0,6.91,293.53,51.67,154.8,7,1
Peas,7.09,876.09,84.78,8.2,125.19,12.78,61.37,4,0
Turnip,13.62,953.6,47.24,6.15,226.11,51.17,125.04,5,1
Potato,18.58,1848.47,73.22,6.03,333.86,70.43,255.03,4,1
Beans,17.49,974.1,40.0,5.71,281.97,47.73,237.74,7,1
Beetroot,15.9,1024.19,44.44,6.75,217.97,37.74,225.37,7,1
Cauliflower,17.81,1444.15,53.85,6.33,488.91,87.61,294.14,4,1
Beetroot,18.47,961.95,40.0,6.62,249.69,55.11,241.55,6,1
Potato,16.27,1856.32,45.13,7.91,126.66,10.7,71.31,8,0
Beetroot,14.85,1009.16,47.8,6.42,304.64,59.05,197.13,6,1
Beetroot,17.56,796.83,40.0,6.01,286.09,56.27,162.67,7,1
Radish,16.34,805.06,40.0,6.06,201.62,44.2,136.43,6,1
Cabbage,20.87,1565.79,54.62,6.83,358.42,50.8,259.88,3,1
KnolKhol,17.84,1099.72,42.31,5.78,396.2,62.28,269.98,6,0
Potato,15.96,1754.21,76.67,5.94,292.76,42.72,288.85,4,1
Cauliflower,19.3,1392.55,54.35,6.54,485.03,57.46,304.65,5,1
Turnip,14.38,899.08,40.0,6.51,177.83,42.34,171.18,8,1
Cauliflower,17.45,1570.68,72.82,6.21,420.55,60.25,220.44,4,1
Cauliflower,21.95,1106.16,51.64,5.59,332.08,67.74,294.61,6,1
Cauliflower,9.82,704.65,39.79,8.93,144.26,8.89,59.91,1,0
Potato,14.29,1873.08,72.9,5.85,335.13,45.77,214.91,2,1
Radish,11.25,787.36,40.0,6.58,232.18,41.3,146.11,8,1
Carrot,16.27,1403.1,48.07,6.31,342.84,46.69,150.32,3,1
Peas,15.25,1020.69,40.74,6.3,252.43,42.21,156.52,8,0
Turnip,14.57,889.45,44.9,6.68,177.99,57.38,183.32,5,1
Beans,15.64,1142.03,44.36,6.3,220.02,31.74,203.58,7,1
Potato,19.04,1968.91,71.92,5.95,385.7,59.82,287.4,1,1
Potato,16.44,1633.81,73.32,6.11,331.48,43.02,295.96,1,1
KnolKhol,15.48,1112.26,40.0,5.89,287.45,47.74,250.03,4,0
Cauliflower,16.5,1073.55,44.09,6.46,429.39,54.65,204.31,7,1
Radish,12.71,919.54,42.25,5.66,158.74,31.06,163.63,8,1
KnolKhol,19.14,964.5,41.68,6.05,342.05,65.1,236.91,8,1
Radish,19.0,923.84,40.0,6.55,242.46,48.13,135.67,6,1
Cauliflower,13.48,229.38,30.6,8.99,69.05,6.77,71.78,10,0
Peas,16.11,934.32,44.86,7.37,267.71,61.59,141.78,7,1
Radish,9.8,831.66,40.0,6.41,170.19,35.94,197.84,5,1
Carrot,21.17,1342.08,55.79,6.37,223.54,64.58,197.25,6,1
Turnip,11.31,972.9,40.0,6.46,169.61,57.26,185.69,8,1
Radish,16.06,1037.88,40.0,6.57,200.78,35.82,132.32,8,1
Peas,11.54,876.87,40.0,7.27,161.61,63.78,172.03,7,1
Potato,18.29,1980.54,33.15,7.84,85.45,8.4,73.57,10,0
KnolKhol,20.05,941.38,43.03,6.69,275.75,53.98,178.2,6,1
Radish,15.91,824.79,40.0,5.81,226.15,33.09,152.78,6,0
Cauliflower,19.09,1121.14,47.56,5.54,395.38,53.81,253.7,5,0
Radish,18.13,1156.18,40.0,5.83,252.72,47.49,139.72,4,1
Cauliflower,19.77,1055.81,40.0,6.3,416.22,89.54,272.65,5,1
Cabbage,25.85,1207.9,44.29,6.76,437.95,55.84,290.72,7,1
Cabbage,17.78,1308.28,61.82,6.85,328.6,55.86,236.86,4,1
Potato,15.41,1613.62,62.59,6.18,254.97,63.5,159.71,2,1
Potato,17.74,1328.72,54.03,5.78,331.07,72.34,232.08,6,1
