date,temperature,humidity,rainfall
20190721,23.4,80.81,1109.6
20190722,22.63,82.42,2270.2999999999997
20190723,22.96,77.63,1839.6
20190724,23.37,80.01,2073.2
20190725,23.06,79.13,1649.8
20190726,22.79,81.23,459.9
20190727,23.24,79.1,7.3
20190728,23.52,76.99,135.05
20190729,23.76,78.19,226.3
20190730,23.36,74.82,43.8
20190731,24.15,72.54,7.3
20190801,24.67,75.89,153.29999999999998
20190802,23.38,80.67,591.3000000000001
20190803,23.19,82.58,427.04999999999995
20190804,22.71,81.78,2368.85
20190805,22.26,83.14,2109.7000000000003
20190806,22.7,82.0,4350.8
20190807,22.55,85.35,3942.0000000000005
20190808,23.04,86.45,17819.3
20190809,22.71,86.93,11103.300000000001
20190810,22.15,84.74,2580.55
20190811,22.28,83.15,547.5
20190812,22.56,80.76,438.0
20190813,22.85,82.02,1365.1000000000001
20190814,22.49,87.78,1726.45
20190815,22.56,84.69,518.3
20190816,22.41,84.29,4124.5
20190817,22.2,86.89,1649.8
20190818,21.86,89.38,3511.2999999999997
20190819,22.87,86.22,2606.1
20190820,23.14,86.12,2741.15
20190821,22.04,87.95,3212.0000000000005
20190822,21.93,87.4,1328.6000000000001
20190823,21.39,85.71,963.6
20190824,21.6,85.9,390.55
20190825,21.48,84.95,653.35
20190826,22.06,84.41,1463.6499999999999
20190827,22.24,84.52,667.95
20190828,22.5,83.32,762.8499999999999
20190829,22.44,86.58,4635.5
20190830,21.72,84.44,226.3
20190831,22.1,87.69,543.85
20190901,22.04,90.3,1175.3000000000002
20190902,22.25,88.51,1752.0
20190903,22.52,85.99,1708.1999999999998
20190904,22.07,86.92,1551.25
20190905,22.41,86.49,751.9
20190906,22.88,86.27,857.75
20190907,22.89,84.62,580.35
20190908,22.26,85.39,1478.25
20190909,22.31,85.44,438.0
20190910,23.5,85.41,551.15
20190911,23.18,88.16,3566.0499999999997
20190912,22.77,88.05,1288.4499999999998
20190913,22.4,86.97,3066.0
20190914,23.1,84.39,576.7
20190915,23.26,83.51,2113.35
20190916,23.35,84.15,3971.2000000000003
20190917,23.13,83.9,2314.1
20190918,22.87,85.33,1938.1499999999999
20190919,21.86,86.33,730.0
20190920,22.32,83.33,54.75
20190921,23.74,82.86,328.5
20190922,22.86,88.16,5646.55
20190923,23.22,87.77,6737.900000000001
20190924,23.25,86.53,5821.75
20190925,22.95,89.95,3770.45
20190926,21.58,89.2,876.0
20190927,22.79,82.09,1146.1000000000001
20190928,22.95,85.49,1102.3
20190929,22.08,87.58,1890.6999999999998
20190930,21.38,90.05,2792.25
20191001,22.91,86.08,1711.8500000000001
20191002,23.85,85.34,1259.25
20191003,23.81,84.27,675.25
20191004,23.51,86.92,704.4499999999999
20191005,22.55,90.28,952.65
20191006,23.14,86.47,824.9
20191007,22.32,87.98,4894.65
20191008,23.03,85.73,1938.1499999999999
20191009,23.03,87.61,532.9
20191010,22.69,89.39,233.6
20191011,23.08,88.27,1927.2
20191012,23.32,86.33,3901.85
20191013,23.03,88.6,5007.8
20191014,23.26,88.69,1419.8500000000001
20191015,22.78,90.06,1748.35
20191016,22.45,89.42,6909.45
20191017,22.16,89.83,5548.0
20191018,22.3,91.39,9150.55
20191019,22.36,90.44,3095.2000000000003
20191020,22.23,91.13,5734.150000000001
20191021,21.32,90.38,6164.85
20191022,21.83,90.61,3354.35
20191023,21.74,90.2,1321.3
20191024,21.21,90.48,839.4999999999999
20191025,21.15,89.03,1277.5
20191026,21.71,89.59,478.15000000000003
20191027,21.82,87.34,295.65000000000003
20191028,21.79,89.93,251.85
20191029,20.72,88.5,1372.3999999999999
20191030,20.95,93.69,11074.1
20191031,21.27,94.72,2595.15
20191101,21.86,82.47,47.45
20191102,21.85,88.74,281.05
20191103,22.28,89.2,2325.05
20191104,22.79,84.97,500.05
20191105,23.25,81.84,7.3
20191106,23.64,84.29,164.25
20191107,22.63,87.04,1795.8
20191108,22.8,89.1,2836.0499999999997
20191109,22.94,89.86,4894.65
20191110,22.33,93.08,3354.35
20191111,21.51,91.6,1930.85
20191112,20.57,89.86,277.4
20191113,21.3,87.42,32.85
20191114,21.66,90.26,1095.0
20191115,22.11,90.52,1996.55
20191116,22.15,90.94,1328.6000000000001
20191117,22.04,84.22,135.05
20191118,22.21,87.74,740.9499999999999
20191119,22.53,87.76,463.55
20191120,22.1,90.68,1697.2500000000002
20191121,22.25,89.91,1390.65
20191122,21.28,89.76,368.65
20191123,21.06,87.16,87.6
20191124,21.34,88.5,138.7
20191125,21.44,88.42,51.1
20191126,20.94,86.53,383.25
20191127,21.38,90.28,843.15
20191128,21.73,90.93,481.8
20191129,21.92,90.78,1595.05
20191130,22.03,90.72,631.45
20191201,22.25,91.7,7383.95
20191202,21.05,92.86,5423.9
20191203,21.06,91.53,1084.0500000000002
20191204,20.73,88.71,113.15
20191205,20.21,86.67,7.3
20191206,19.52,86.57,3.65
20191207,20.71,89.45,310.25
20191208,20.38,87.79,156.95
20191209,20.22,86.46,94.9
20191210,19.64,83.23,29.2
20191211,20.59,84.7,0.0
20191212,20.62,83.16,0.0
20191213,21.39,87.35,76.64999999999999
20191214,21.06,92.24,3212.0000000000005
20191215,20.66,87.82,383.25
20191216,20.72,87.54,3.65
20191217,20.63,85.08,58.4
20191218,20.67,86.68,29.2
20191219,20.94,86.58,3.65
20191220,20.79,86.55,0.0
20191221,20.54,84.98,0.0
20191222,20.9,83.63,0.0
20191223,20.29,83.92,0.0
20191224,21.22,84.09,204.4
20191225,21.99,87.94,762.8499999999999
20191226,22.49,84.5,94.9
20191227,22.27,82.02,3.65
20191228,21.46,81.15,3.65
20191229,21.54,82.19,0.0
20191230,21.47,80.88,29.2
20191231,21.67,84.9,434.34999999999997
20200101,21.95,83.69,171.54999999999998
20200102,22.39,81.76,0.0
20200103,22.95,80.9,0.0
20200104,23.43,79.38,0.0
20200105,23.18,80.48,0.0
20200106,22.67,79.81,3.65
20200107,21.85,77.62,0.0
20200108,21.76,74.81,0.0
20200109,21.61,75.43,0.0
20200110,20.81,77.78,0.0
20200111,20.4,70.53,0.0
20200112,20.24,74.22,0.0
20200113,21.16,74.58,0.0
20200114,21.04,72.83,0.0
20200115,20.02,70.56,0.0
20200116,19.96,69.31,0.0
20200117,20.91,72.95,0.0
20200118,22.74,78.43,521.9499999999999
20200119,22.7,78.06,1124.2
20200120,22.48,71.25,3.65
20200121,21.63,67.55,0.0
20200122,21.78,69.79,0.0
20200123,22.56,74.25,0.0
20200124,21.72,62.85,0.0
20200125,20.84,58.06,0.0
20200126,21.42,59.78,0.0
20200127,22.34,62.19,0.0
20200128,23.05,66.33,0.0
20200129,22.89,64.81,0.0
20200130,23.53,62.45,0.0
20200131,23.46,62.24,0.0
20200201,22.88,68.25,0.0
20200202,22.34,64.45,0.0
20200203,22.23,66.18,0.0
20200204,22.58,65.49,3.65
20200205,23.18,71.49,386.90000000000003
20200206,23.43,63.39,14.6
20200207,22.88,71.33,29.2
20200208,23.91,66.72,0.0
20200209,23.78,66.17,146.0
20200210,23.85,67.59,109.5
20200211,23.49,63.37,0.0
20200212,23.18,63.42,0.0
20200213,23.33,57.99,0.0
20200214,23.53,58.5,0.0
20200215,24.35,56.21,0.0
20200216,23.18,51.49,0.0
20200217,22.35,47.22,0.0
20200218,22.61,53.92,0.0
20200219,22.29,59.04,0.0
20200220,22.57,55.82,0.0
20200221,22.97,57.77,0.0
20200222,24.64,62.64,0.0
20200223,24.45,58.94,0.0
20200224,24.5,57.7,0.0
20200225,25.11,55.38,0.0
20200226,25.54,54.74,3.65
20200227,25.66,54.41,3.65
20200228,25.61,59.67,3.65
20200229,25.89,55.68,3.65
20200301,25.93,59.28,299.29999999999995
20200302,21.76,78.3,1146.1000000000001
20200303,23.83,67.89,98.55000000000001
20200304,25.01,67.22,25.55
20200305,25.69,65.91,10.95
20200306,26.37,61.76,7.3
20200307,26.89,57.28,14.6
20200308,27.05,57.53,313.9
20200309,27.42,58.45,87.6
20200310,27.54,48.61,0.0
20200311,27.26,50.58,21.9
20200312,26.99,49.53,36.5
20200313,26.21,41.17,0.0
20200314,26.67,46.61,0.0
20200315,27.26,49.11,0.0
20200316,27.43,49.34,0.0
20200317,26.92,49.46,0.0
20200318,26.54,48.08,0.0
20200319,27.71,42.39,0.0
20200320,27.69,50.78,894.2500000000001
20200321,27.4,57.03,981.85
20200322,27.47,56.03,36.5
20200323,27.51,54.33,193.45000000000002
20200324,28.2,45.55,18.25
20200325,27.7,49.33,7.3
20200326,27.65,45.77,0.0
20200327,27.43,46.9,0.0
20200328,27.53,40.6,0.0
20200329,27.58,37.66,0.0
20200330,27.69,34.59,10.95
20200331,27.73,34.11,3.65
20200401,27.6,39.41,0.0
20200402,29.03,38.18,0.0
20200403,28.8,38.11,0.0
20200404,28.45,40.68,0.0
20200405,29.14,49.88,65.7
20200406,27.83,60.95,624.15
20200407,24.08,77.13,1529.3500000000001
20200408,26.96,57.02,135.05
20200409,26.94,65.03,2503.9
20200410,26.63,60.87,131.4
20200411,26.73,54.89,51.1
20200412,26.77,50.1,43.8
20200413,27.39,43.73,0.0
20200414,27.9,39.55,0.0
20200415,28.18,43.91,0.0
20200416,28.95,45.72,0.0
20200417,29.55,47.35,7.3
20200418,29.8,47.77,7.3
20200419,29.56,48.95,0.0
20200420,29.55,47.43,7.3
20200421,29.71,45.54,18.25
20200422,29.54,53.44,58.4
20200423,28.56,61.05,116.8
20200424,27.36,62.17,686.1999999999999
20200425,28.22,56.95,32.85
20200426,26.34,65.22,1127.85
20200427,27.45,63.93,438.0
20200428,26.16,73.8,810.3000000000001
20200429,24.19,79.41,3646.35
20200430,26.67,61.96,73.0
20200501,27.01,66.8,2190.0
20200502,27.52,65.81,719.05
20200503,29.11,58.13,175.2
20200504,28.81,58.96,32.85
20200505,28.61,60.33,7.3
20200506,27.62,68.07,485.45000000000005
20200507,27.16,71.0,675.25
20200508,26.48,73.5,368.65
20200509,28.87,60.25,3.65
20200510,27.99,61.97,3.65
20200511,27.6,62.69,3.65
20200512,26.79,63.46,7.3
20200513,28.49,49.77,21.9
20200514,27.37,65.61,18.25
20200515,27.94,64.13,120.45
20200516,27.72,64.85,149.64999999999998
20200517,26.52,72.9,1770.2499999999998
20200518,25.06,74.61,1492.85
20200519,25.76,72.94,76.64999999999999
20200520,27.25,66.0,25.55
20200521,25.66,68.08,153.29999999999998
20200522,27.23,63.53,18.25
20200523,28.71,62.75,0.0
20200524,28.1,66.66,981.85
20200525,26.58,75.3,1525.6999999999998
20200526,26.4,74.48,711.75
20200527,26.29,77.36,978.2
20200528,26.08,75.83,5434.85
20200529,25.42,73.86,2657.2000000000003
20200530,25.63,75.58,908.85
20200531,25.44,78.02,397.85
20200601,25.06,80.13,671.6
20200602,24.26,79.38,2084.15
20200603,24.22,81.34,412.45
20200604,24.07,80.56,1032.95
20200605,24.52,79.71,1208.15
20200606,24.39,78.01,1354.15
20200607,24.56,77.55,868.6999999999999
20200608,24.92,69.0,146.0
20200609,24.68,70.26,357.7
20200610,24.06,73.88,678.9000000000001
20200611,23.79,74.31,248.20000000000002
20200612,23.56,73.43,532.9
20200613,24.22,71.8,492.75000000000006
20200614,24.01,74.86,817.6
20200615,24.92,76.02,500.05
20200616,24.29,81.33,547.5
20200617,23.81,81.98,697.15
20200618,23.57,78.87,562.1
20200619,23.92,78.04,295.65000000000003
20200620,23.86,74.29,116.8
20200621,23.85,76.72,912.5
20200622,23.85,74.83,481.8
20200623,23.22,74.41,135.05
20200624,24.24,72.48,277.4
20200625,23.03,82.11,2960.1499999999996
20200626,23.93,79.22,1087.7
20200627,24.27,79.6,941.7
20200628,24.24,84.13,4463.95
20200629,23.93,84.95,1762.95
20200630,24.55,76.63,270.1
20200701,23.92,74.96,124.10000000000001
20200702,22.85,80.22,2062.25
20200703,22.52,82.18,3011.25
20200704,22.54,81.43,1803.1000000000001
20200705,22.84,78.01,1186.25
20200706,22.49,82.48,2441.8500000000004
20200707,23.17,81.2,766.5
20200708,23.46,84.67,2346.95
20200709,22.35,85.27,5215.849999999999
20200710,23.08,81.84,832.1999999999999
20200711,23.39,80.87,2087.7999999999997
20200712,23.78,79.13,682.5500000000001
20200713,23.47,80.02,416.09999999999997
20200714,23.21,84.73,507.34999999999997
20200715,22.85,86.58,2051.3
20200716,23.11,83.06,2686.4
20200717,22.2,85.01,2040.35
20200718,23.23,82.54,1460.0
20200719,23.1,83.61,2259.3500000000004
20200720,23.28,88.37,8106.650000000001
20200721,23.48,81.56,390.55
20200722,24.09,83.38,178.85
20200723,23.45,87.02,2157.15
20200724,23.05,84.44,2960.1499999999996
20200725,21.87,87.53,1518.4
20200726,22.53,84.28,277.4
20200727,23.26,81.23,675.25
20200728,23.43,83.63,1795.8
20200729,22.68,87.31,4358.099999999999
20200730,22.63,86.37,1332.25
20200731,23.27,86.8,2226.5
20200801,22.6,84.48,1540.3
20200802,22.28,85.01,2558.65
20200803,22.63,86.55,2686.4
20200804,22.36,83.99,4303.349999999999
20200805,22.39,85.53,3106.15
20200806,23.79,84.19,5818.099999999999
20200807,23.07,85.59,5252.35
20200808,22.56,85.62,3883.6000000000004
20200809,21.6,87.56,3974.8500000000004
20200810,22.11,88.65,379.6
20200811,22.7,87.09,2412.65
20200812,22.97,86.36,675.25
20200813,22.81,86.57,886.95
20200814,22.36,86.51,284.7
20200815,22.33,86.97,248.20000000000002
20200816,22.63,86.12,288.35
20200817,23.2,84.04,642.4
20200818,23.47,83.94,638.75
20200819,22.89,85.53,339.45000000000005
20200820,22.6,86.67,138.7
20200821,23.65,82.8,25.55
20200822,23.75,83.24,2303.1499999999996
20200823,23.29,84.43,1237.3500000000001
20200824,23.68,82.84,3142.6499999999996
20200825,23.77,82.49,624.15
20200826,23.65,83.45,160.6
20200827,23.91,79.44,3.65
20200828,24.23,76.49,0.0
20200829,23.9,78.8,10.95
20200830,24.35,81.01,894.2500000000001
20200831,23.43,85.12,1467.3
20200901,22.84,86.7,4051.5
20200902,21.94,89.69,7708.8
20200903,23.05,87.9,927.1
20200904,23.63,85.57,2120.6499999999996
20200905,23.88,84.13,1372.3999999999999
20200906,23.65,85.96,4723.099999999999
20200907,22.19,89.08,1328.6000000000001
20200908,23.3,85.96,1357.8000000000002
20200909,23.03,86.16,4420.15
20200910,22.24,89.38,2679.1
20200911,22.33,85.56,2321.4
20200912,21.25,88.16,1430.8
20200913,20.57,86.78,938.05
20200914,21.55,83.29,1014.6999999999999
20200915,22.46,85.95,989.15
20200916,22.78,85.4,295.65000000000003
20200917,23.01,86.23,806.65
20200918,22.82,82.97,1189.8999999999999
20200919,22.24,83.3,3230.25
20200920,22.0,85.6,2237.45
20200921,21.99,85.42,1635.2
20200922,21.15,82.87,587.6500000000001
20200923,22.12,83.54,211.7
20200924,22.65,84.86,208.04999999999998
20200925,22.31,85.48,1470.95
20200926,20.96,87.4,124.10000000000001
20200927,22.75,82.81,1040.25
20200928,23.56,80.78,222.65
20200929,22.86,87.03,6405.75
20200930,22.29,85.84,890.6
20201001,22.14,84.36,7.3
20201002,22.8,82.26,876.0
20201003,22.21,85.42,1474.6
20201004,22.9,82.29,40.15
20201005,23.08,79.47,10.95
20201006,24.21,81.04,401.50000000000006
20201007,23.8,86.99,3160.9
20201008,23.78,85.83,2518.5
20201009,22.16,92.99,8453.4
20201010,21.42,90.84,2686.4
20201011,21.04,87.95,613.1999999999999
20201012,21.43,89.12,1540.3
20201013,22.08,88.03,1084.0500000000002
20201014,21.88,84.8,244.55
20201015,22.21,85.36,270.1
20201016,22.42,87.17,529.25
20201017,22.46,85.58,978.2
20201018,22.74,84.12,1722.8
20201019,22.78,85.71,3504.0
20201020,21.9,91.86,2157.15
20201021,22.55,87.31,989.15
20201022,22.85,87.15,1379.6999999999998
20201023,22.76,86.95,120.45
20201024,21.77,79.1,87.6
20201025,22.12,77.01,5004.150000000001
20201026,23.19,81.74,98.55000000000001
20201027,23.44,79.12,7.3
20201028,23.29,77.48,7.3
20201029,22.96,79.37,193.45000000000002
20201030,23.08,80.64,270.1
20201031,23.21,79.24,7.3
20201101,23.78,76.85,1018.35
20201102,23.62,82.73,4004.05
20201103,23.35,83.82,1390.65
20201104,23.55,83.05,1784.85
20201105,23.36,83.58,4642.8
20201106,22.32,85.42,2799.55
20201107,22.86,84.18,306.59999999999997
20201108,22.66,87.79,919.8
20201109,22.96,79.81,18.25
20201110,21.11,74.49,0.0
20201111,21.25,80.17,704.4499999999999
20201112,22.07,92.02,2945.55
20201113,22.14,88.17,2649.9
20201114,22.62,86.27,722.7
20201115,22.69,88.88,1938.1499999999999
20201116,21.86,91.98,8040.950000000001
20201117,21.64,90.52,6741.549999999999
20201118,21.56,89.81,4624.55
20201119,21.8,87.92,930.7499999999999
20201120,21.47,87.35,51.1
20201121,20.62,78.94,3.65
20201122,19.36,72.31,0.0
20201123,20.51,72.57,0.0
20201124,21.14,78.9,0.0
20201125,21.88,87.27,1792.15
20201126,21.1,89.47,1317.6499999999999
20201127,20.49,89.28,616.85
20201128,20.16,91.07,1109.6
20201129,21.38,88.05,726.35
20201130,21.28,85.72,109.5
20201201,20.42,77.83,0.0
20201202,21.48,80.27,419.74999999999994
20201203,20.63,91.82,2270.2999999999997
20201204,20.74,91.23,1788.5000000000002
20201205,20.9,88.88,660.65
20201206,21.55,88.8,4916.55
20201207,21.63,90.71,3069.65
20201208,21.68,90.15,2825.1
20201209,21.6,87.18,485.45000000000005
20201210,20.67,83.85,124.10000000000001
20201211,20.06,80.43,25.55
20201212,19.75,78.57,40.15
20201213,19.6,80.14,0.0
20201214,19.24,79.72,0.0
20201215,19.42,79.17,10.95
20201216,20.99,84.63,1032.95
20201217,21.02,88.11,529.25
20201218,20.78,81.61,76.64999999999999
20201219,20.45,82.48,7.3
20201220,20.34,79.67,0.0
20201221,18.75,79.33,0.0
20201222,19.85,78.91,0.0
20201223,20.99,80.46,10.95
20201224,21.76,80.19,0.0
20201225,21.14,78.68,0.0
20201226,20.34,76.6,0.0
20201227,19.93,71.5,0.0
20201228,20.45,71.46,0.0
20201229,21.05,75.26,102.2
20201230,22.14,83.37,872.35
20201231,21.81,86.14,2259.3500000000004
20210101,20.3,77.51,211.7
20210102,20.73,80.79,164.25
20210103,21.33,85.85,1361.45
20210104,21.48,85.92,1335.9
20210105,21.33,86.37,886.95
20210106,21.12,87.76,5361.849999999999
20210107,21.16,91.82,9263.699999999999
20210108,22.02,90.32,3051.3999999999996
20210109,22.06,89.21,2387.1
20210110,21.39,87.63,255.49999999999997
20210111,21.19,87.03,616.85
20210112,20.35,90.2,1514.7500000000002
20210113,20.14,89.83,3960.25
20210114,20.71,88.05,2624.3500000000004
20210115,20.78,87.01,770.15
20210116,21.28,85.21,40.15
20210117,21.0,80.21,3.65
20210118,20.22,77.18,0.0
20210119,20.23,77.05,0.0
20210120,21.4,76.77,0.0
20210121,22.48,81.93,54.75
20210122,22.48,82.41,514.65
20210123,22.06,80.7,266.45
20210124,21.71,76.93,0.0
20210125,20.31,76.85,0.0
20210126,20.29,72.98,0.0
20210127,19.47,69.41,0.0
20210128,19.79,73.9,0.0
20210129,21.09,75.77,0.0
20210130,22.11,72.41,3.65
20210131,21.21,71.9,142.35
20210201,20.79,67.17,43.8
20210202,20.92,68.6,0.0
20210203,21.36,74.72,18.25
20210204,21.46,69.15,10.95
20210205,21.61,68.0,0.0
20210206,20.86,66.48,0.0
20210207,20.68,57.12,0.0
20210208,20.36,59.8,0.0
20210209,20.43,63.59,0.0
20210210,19.88,59.01,0.0
20210211,20.0,60.28,0.0
20210212,20.21,62.83,0.0
20210213,20.8,62.86,0.0
20210214,21.79,59.31,0.0
20210215,22.66,61.21,0.0
20210216,23.38,66.28,0.0
20210217,23.57,66.23,0.0
20210218,22.8,68.3,51.1
20210219,22.78,63.86,419.74999999999994
20210220,22.39,76.97,3467.5
20210221,21.69,83.74,3434.65
20210222,22.58,73.03,1898.0
20210223,23.4,69.89,507.34999999999997
20210224,23.5,63.3,0.0
20210225,24.47,59.94,0.0
20210226,25.38,57.32,0.0
20210227,25.29,56.34,0.0
20210228,23.65,54.5,0.0
20210301,23.13,57.39,0.0
20210302,23.45,56.86,0.0
20210303,23.0,56.3,0.0
20210304,22.1,60.5,0.0
20210305,23.11,54.56,0.0
20210306,24.34,56.02,0.0
20210307,24.3,56.03,0.0
20210308,24.56,57.75,0.0
20210309,24.64,59.72,0.0
20210310,24.97,62.47,1507.45
20210311,23.46,75.68,4858.150000000001
20210312,23.48,67.4,1219.1
20210313,23.38,60.64,0.0
20210314,24.19,60.74,0.0
20210315,24.46,58.01,0.0
20210316,25.05,55.3,0.0
20210317,24.79,52.21,0.0
20210318,24.74,54.0,0.0
20210319,23.37,51.31,0.0
20210320,24.51,53.37,7.3
20210321,25.28,52.75,306.59999999999997
20210322,25.21,51.79,222.65
20210323,25.69,53.54,3.65
20210324,26.19,55.05,0.0
20210325,25.53,58.04,810.3000000000001
20210326,26.19,54.78,7.3
20210327,26.37,57.86,0.0
20210328,26.63,55.69,32.85
20210329,26.88,57.4,54.75
20210330,28.03,58.34,94.9
20210331,28.89,57.58,10.95
20210401,28.87,53.64,18.25
20210402,27.25,56.15,3.65
20210403,27.5,57.43,76.64999999999999
20210404,28.81,49.96,558.45
20210405,29.21,50.85,394.20000000000005
20210406,28.65,48.77,138.7
20210407,28.47,42.19,0.0
20210408,27.85,39.14,0.0
20210409,27.77,41.3,0.0
20210410,27.56,48.0,0.0
20210411,28.2,50.38,62.050000000000004
20210412,26.96,61.31,1602.35
20210413,25.69,67.51,978.2
20210414,25.86,69.71,2598.8
20210415,24.36,80.22,3347.05
20210416,24.65,75.43,737.3
20210417,25.26,74.0,547.5
20210418,25.76,70.61,229.95
20210419,25.42,72.86,908.85
20210420,24.52,80.1,1011.05
20210421,25.42,73.99,817.6
20210422,26.11,69.54,105.85
20210423,26.15,70.29,3507.6499999999996
20210424,26.26,71.36,1197.1999999999998
20210425,25.91,72.72,1281.1499999999999
20210426,25.54,71.51,299.29999999999995
20210427,25.63,67.94,3.65
20210428,27.01,63.41,10.95
20210429,26.88,66.39,21.9
20210430,26.31,68.13,87.6
20210501,26.36,69.37,91.25
20210502,25.72,72.6,1248.3
20210503,25.25,76.41,3660.95
20210504,25.92,72.98,890.6
20210505,26.39,69.88,405.15000000000003
20210506,27.07,68.18,868.6999999999999
20210507,26.48,72.25,3504.0
20210508,26.0,71.19,153.29999999999998
20210509,26.87,71.16,229.95
20210510,26.14,77.16,248.20000000000002
20210511,25.86,79.16,638.75
20210512,25.9,78.48,1456.3500000000001
20210513,26.12,75.88,2609.75
20210514,24.63,78.38,5321.7
20210515,23.14,89.04,4109.9
20210516,24.19,83.28,2409.0
20210517,24.69,80.93,1646.1499999999999
20210518,24.22,85.62,1697.2500000000002
20210519,24.25,88.09,26743.55
20210520,23.22,87.99,10355.050000000001
20210521,22.38,86.03,339.45000000000005
20210522,23.05,85.85,1657.1
20210523,23.64,81.47,996.45
20210524,23.57,83.74,91.25
20210525,23.26,81.87,3839.7999999999997
20210526,21.97,82.79,1584.1
20210527,23.2,82.79,164.25
20210528,23.85,80.23,32.85
20210529,23.34,81.96,397.85
20210530,22.81,82.45,401.50000000000006
20210531,23.56,81.2,624.15
20210601,24.05,83.54,850.45
20210602,25.1,80.78,1554.8999999999999
20210603,24.02,89.22,4336.200000000001
20210604,23.64,89.4,2153.5
20210605,22.54,84.12,2087.7999999999997
20210606,23.23,82.08,379.6
20210607,24.11,78.98,65.7
20210608,24.18,78.94,1299.4
20210609,23.53,83.29,868.6999999999999
20210610,23.78,80.82,182.5
20210611,23.3,82.53,193.45000000000002
20210612,23.02,81.06,1007.4
20210613,22.64,78.71,1868.8
20210614,21.76,79.61,631.45
20210615,22.7,83.64,2620.7
20210616,23.61,83.49,2722.9
20210617,22.92,84.82,1284.8
20210618,22.59,84.6,448.95
20210619,22.81,84.33,262.8
20210620,23.52,82.68,200.75000000000003
20210621,23.67,82.53,281.05
20210622,23.59,82.03,445.3
20210623,23.76,83.1,1102.3
20210624,23.47,80.7,109.5
20210625,23.39,78.81,10.95
20210626,23.06,81.97,868.6999999999999
20210627,22.65,73.56,1051.2
20210628,22.04,80.2,379.6
20210629,23.9,80.03,1857.85
20210630,24.73,80.39,510.99999999999994
20210701,23.93,86.5,3431.0
20210702,23.66,84.31,671.6
20210703,23.37,85.18,492.75000000000006
20210704,22.64,84.63,8723.5
20210705,23.12,82.36,1248.3
20210706,23.62,85.11,1021.9999999999999
20210707,24.01,81.38,2409.0
20210708,23.79,84.25,901.5500000000001
20210709,22.86,87.83,813.95
20210710,22.25,82.78,2011.1499999999999
20210711,22.04,82.1,576.7
20210712,22.53,83.18,1011.05
20210713,22.87,82.7,1208.15
20210714,22.64,82.43,3639.05
20210715,22.83,82.8,1624.25
20210716,23.34,82.79,2974.75
20210717,23.17,84.59,2606.1
20210718,22.67,87.74,2157.15
20210719,22.78,86.24,762.8499999999999
20210720,23.08,83.22,788.4000000000001
20210721,22.83,83.64,1839.6
20210722,22.54,85.01,4577.099999999999
20210723,22.81,84.22,2898.1000000000004
20210724,22.88,84.67,1357.8000000000002
20210725,22.25,83.82,1898.0
20210726,23.15,83.51,2474.7000000000003
20210727,22.85,84.57,708.1
20210728,23.03,82.83,401.50000000000006
20210729,23.03,83.13,328.5
20210730,23.02,82.56,204.4
20210731,23.24,82.17,153.29999999999998
20210801,23.3,80.86,73.0
20210802,22.93,80.01,233.6
20210803,23.04,81.03,248.20000000000002
20210804,23.11,82.24,270.1
20210805,23.11,80.79,792.05
20210806,23.82,82.0,1105.9499999999998
20210807,23.62,83.61,2514.85
20210808,23.33,83.65,1492.85
20210809,22.99,82.89,919.8
20210810,21.71,84.86,759.2
20210811,22.56,82.92,441.65
20210812,22.46,83.04,270.1
20210813,23.21,81.92,4015.0
20210814,23.07,82.11,587.6500000000001
20210815,22.8,81.41,69.35
20210816,23.22,78.27,83.95
20210817,22.97,80.92,594.9499999999999
20210818,21.87,80.62,2091.4500000000003
20210819,21.87,76.89,492.75000000000006
20210820,22.98,75.02,970.9000000000001
20210821,23.64,75.32,2051.3
20210822,23.27,80.01,2215.55
20210823,22.59,82.52,2467.4
20210824,23.48,79.58,773.8000000000001
20210825,23.72,79.7,927.1
20210826,22.99,87.84,2514.85
20210827,23.18,87.78,2080.5
20210828,22.81,86.0,2095.1
20210829,22.68,85.28,1832.3
20210830,22.37,83.12,540.2
20210831,23.57,79.86,102.2
20210901,23.12,81.78,350.4
20210902,22.24,86.95,5500.55
20210903,22.9,80.7,3222.95
20210904,22.73,84.32,1047.55
20210905,22.89,78.81,2511.2
20210906,21.98,82.5,2430.9
20210907,22.42,83.0,1412.55
20210908,22.67,84.93,1733.75
20210909,23.17,82.11,306.59999999999997
20210910,23.02,82.66,43.8
20210911,22.23,87.53,1346.85
20210912,22.93,84.62,1522.05
20210913,22.73,85.37,773.8000000000001
20210914,23.56,82.9,219.0
20210915,23.22,84.46,894.2500000000001
20210916,23.2,84.8,989.15
20210917,23.48,81.91,616.85
20210918,24.11,77.89,83.95
20210919,22.88,85.63,1598.7
20210920,23.49,84.31,1029.3
20210921,23.6,80.93,164.25
20210922,24.07,77.82,474.5
20210923,24.14,79.82,1748.35
20210924,23.86,80.66,3095.2000000000003
20210925,23.99,82.32,3244.8500000000004
20210926,22.64,84.66,470.85
20210927,22.87,83.07,1814.05
20210928,22.27,83.3,1244.65
20210929,22.28,77.19,116.8
20210930,22.92,81.99,4971.299999999999
20211001,23.88,85.07,1609.65
20211002,23.46,88.03,6015.2
20211003,23.51,85.39,2930.95
20211004,23.58,84.09,1007.4
20211005,23.67,85.03,2507.55
20211006,22.89,86.84,1317.6499999999999
20211007,23.7,82.79,160.6
